Manufacturer,Model,SystemID,Security Level
Geniatech,ATV495,7093,L1
Geniatech,ATV495X,7660,L1
GENIATECH,ATV495X,7703,L1
Geniatech,ATV495X,7818,L1
GENIATECH,ATV598,7704,L1
Getac Technology - Pegatron,zx10,22399,L1
Getac Technology - Pegatron,zx70g2,15261,L1
GFiber,iOS,6263,L3
GIEC,mp1111,7154,L1
GIGA-BYTE,em_i8180,5486,L1
GIGA-BYTE,GN-SB513,5317,L1
GIGA-BYTE,PMT7787_3G,5488,L1
GIGA-BYTE,TM105,4347,L1
GIGA-BYTE,TM105A,4354,L1
GIGA-BYTE,TM75A,4361,L1
GIGA-BYTE,TM75A-V,4362,L1
GIGA-BYTE,TM75A-V2,5274,L1
GIGA-BYTE,VSD231,5590,L1
Gigabyte,TM785CH,5631,L1
Gigabyte,ViewPad i7D,5680,L1
Gigaset - Pegatron,GS185,8298,L1
Global Invit,APC380,6342,L1
Google Automotive,,26422,L1
Google Automotive,,26600,L1
Google FIber,GFHD200,6576,L1
Google FIber,GFHD254,6479,L1
Google TV,boreal,21793,L1
Google TV,sabrina,14558,L3
Google TV,sabrina,17722,L1
Google TV,sabrina,21670,L1
Google TV,sabrina,26546,L1
Google,,13702,L3
Google,,13811,L1
Google,,15814,L1
Google,,19261,L1
Google,,19262,L1
Google,,21722,L1
Google,,22487,L1
Google,,25520,L1
Google,,25521,L1
Google,,25686,L1
Google,,26066,L1
Google,,26305,L1
Google,,26512,L1
Google,,26639,L1
Google,,7456,L1
Google,,7880,L3
Google,nami,7708,L1
Google,barbet,19321,L1
Google,barbet,23942,L1
Google,barbet,24772,L1
Google,bluejay,23628,L1
Google,blueline,8522,L1
Google,bonito,10944,L1
Google,bramble,17650,L1
Google,bramble,23941,L1
Google,bramble,24773,L1
Google,BrunoCDM,5823,L3
Google,Caprica/caprica-b4,8198,L1
Google,Cast Audio L3,6775,L3
Google,CDM_Test_EC_L3,20202,L3
Google,CDM_Test_PROV2,15898,L1
Google,CDM_Test_PROV2,25421,L3
Google,CDM_Test_PROV2,7912,L3
Google,CDM_Test_PROV3,7913,L1
Google,ChromeCDM-ChromeOS-ARM,4166,L3
Google,ChromeCDM-ChromeOS-ARM-5,20298,L3
Google,ChromeCDM-ChromeOS-x86,4181,L3
Google,ChromeCDM-CrOS,12911,L3
Google,ChromeCDM-CrOS,12923,L3
Google,ChromeCDM-CrOS,7331,L3
Google,ChromeCDM-CrOS,7332,L3
Google,ChromeCDM-CrOS,7646,L3
Google,ChromeCDM-CrOS,7647,L3
Google,ChromeCDM-CrOS,9568,L3
Google,ChromeCDM-CrOS,9569,L3
Google,ChromeCDM-CrOS-2,13698,L3
Google,ChromeCDM-CrOS-2,14251,L3
Google,ChromeCDM-CrOS-3,15470,L3
Google,ChromeCDM-CrOS-3,15471,L3
Google,ChromeCDM-CrOS-5,20294,L3
Google,ChromeCDM-CrOS-ARM-4,20059,L3
Google,ChromeCDM-CrOS-ARM-6,21204,L3
Google,ChromeCDM-CrOS-ARM-7,21886,L3
Google,ChromeCDM-CrOS-ARM-8,23586,L3
Google,ChromeCDM-CrOS-ARM64-7,24408,L3
Google,ChromeCDM-CrOS-ARM64-8,24194,L3
Google,ChromeCDM-CrOS-x64-7,21887,L3
Google,ChromeCDM-CrOS-x64-8,23587,L3
Google,ChromeCDM-CrOS-x86-4,20058,L3
Google,ChromeCDM-CrOS-x86-6,21203,L3
Google,ChromeCDM-Linux,12926,L3
Google,ChromeCDM-Linux,7328,L3
Google,ChromeCDM-Linux,7648,L3
Google,ChromeCDM-Linux,9567,L3
Google,ChromeCDM-Linux-2,13699,L3
Google,ChromeCDM-Linux-3,15472,L3
Google,ChromeCDM-Linux-6,21202,L3
Google,ChromeCDM-Linux-ARM64-7,25569,L3
Google,ChromeCDM-Linux-ARM64-8,24193,L3
Google,ChromeCDM-Linux-x64-4,20121,L3
Google,ChromeCDM-Linux-x64-7,21884,L3
Google,ChromeCDM-Linux-x64-8,23584,L3
Google,ChromeCDM-Linux-x86,4183,L3
Google,ChromeCDM-Linux-x86-4,20060,L3
Google,ChromeCDM-Linux-x86-5,20297,L3
Google,ChromeCDM-Linux-x86-7,21885,L3
Google,ChromeCDM-Linux-x86-8,23585,L3
Google,ChromeCDM-Mac,12925,L3
Google,ChromeCDM-Mac,7329,L3
Google,ChromeCDM-Mac,7649,L3
Google,ChromeCDM-Mac,9566,L3
Google,ChromeCDM-Mac-2,13700,L3
Google,ChromeCDM-Mac-3,15473,L3
Google,ChromeCDM-Mac-6,21201,L3
Google,ChromeCDM-Mac-ARM-4,20034,L3
Google,ChromeCDM-Mac-ARM64-7,21892,L3
Google,ChromeCDM-Mac-ARM64-8,23592,L3
Google,ChromeCDM-Mac-x64-4,20056,L3
Google,ChromeCDM-Mac-x64-5,20296,L3
Google,ChromeCDM-Mac-x64-7,21891,L3
Google,ChromeCDM-Mac-x64-8,23591,L3
Google,ChromeCDM-Mac-x86,4349,L3
Google,ChromeCDM-Test-7,21907,L3
Google,ChromeCDM-Win-ARM64,21645,L3
Google,ChromeCDM-Win-ARM64-7,21888,L3
Google,ChromeCDM-Win-ARM64-8,23588,L3
Google,ChromeCDM-Win-x64-7,21889,L3
Google,ChromeCDM-Win-x64-8,23589,L3
Google,ChromeCDM-Win-x86-4,20057,L3
Google,ChromeCDM-Win-x86-5,20295,L3
Google,ChromeCDM-Win-x86-7,21890,L3
Google,ChromeCDM-Win-x86-8,23590,L3
Google,ChromeCDM-Windows,12924,L3
Google,ChromeCDM-Windows,7330,L3
Google,ChromeCDM-Windows,7650,L3
Google,ChromeCDM-Windows,9565,L3
Google,ChromeCDM-Windows-2,13701,L3
Google,ChromeCDM-Windows-3,15474,L3
Google,ChromeCDM-Windows-6,21200,L3
Google,ChromeCDM-Windows-arm32-L1,23052,L1
Google,ChromeCDM-Windows-arm64-L1,23053,L1
Google,ChromeCDM-Windows-x64-4,20122,L3
Google,ChromeCDM-Windows-x64-L1,23051,L1
Google,ChromeCDM-Windows-x86,4350,L3
Google,ChromeCDM-Windows-x86-L1,23050,L1
Google,coral,13674,L1
Google,coral,24137,L1
Google,coral,24769,L1
Google,CrOS-10,21622,L1
Google,CrOS-11,21808,L1
Google,CrOS-12,21866,L1
Google,CrOS-13,20661,L1
Google,CrOS-14,20657,L1
Google,CrOS-15,20653,L1
Google,CrOS-16,21623,L1
Google,CrOS-6,20898,L1
Google,CrOS-7,20500,L1
Google,CrOS-7,20649,L1
Google,CrOS-8,20665,L1
Google,CrOS-9,20645,L1
Google,CrOS-felwinter,25661,L1
Google,CrOS-gimble,25660,L1
Google,CrOS-redrix/CrOS-redrix,25659,L1
Google,crosshatch,8587,L1
Google,dragon,6377,L1
Google,Earth/earth-b4,6311,L1
Google,Elaine,15475,L1
Google,Estelle/estelle-b4,22197,L1
Google,Estelle/estelle-b4,8199,L1
Google,Eureka Dongle - Dev,292,L1
Google,Eureka Dongle,281,L1
Google,Eureka-Pre-Prod-G2/eureka-b3,4254,L1
Google,Eureka-PreProd-G2,4239,L1
Google,flame,13676,L1
Google,flame,24136,L1
Google,flame,24770,L1
Google,GalaxyNexus,4389,L1
Google,GFiber IPTV Decryptor,5239,L3
GOOGLE,GOOGLE_CHROMEBOOK_ALCATRAZCDM_2012,274,L1
GOOGLE,GOOGLE_CHROMEBOOK_LUCAS_2012,279,L1
GOOGLE,GOOGLE_GTV_MRV_BG2_STBREF_2011,104,L1
GOOGLE,GOOGLE_GTV_MSTAR_STB_2012,242,L1
Google,iOS,14240,L3
Google,iOS,6100,L3
Google,IOSCDM,5639,L3
Google,L3-generic-pi-arm,22566,L3
Google,L3-generic-pi-arm64,22565,L3
Google,L3-generic-pi-x86,22570,L3
Google,L3-generic-pi-x86_64,22569,L3
Google,L3-generic-qt-arm,22585,L3
Google,L3-generic-qt-arm64,22586,L3
Google,L3-generic-qt-x86,22587,L3
Google,L3-generic-qt-x86_64,22588,L3
Google,L3-generic-rvc-arm,22589,L3
Google,L3-generic-rvc-arm64,22590,L3
Google,L3-generic-rvc-x86,22591,L3
Google,L3-generic-rvc-x86_64,22592,L3
Google,L3-generic-s-arm,22593,L3
Google,L3-generic-s-arm64,22594,L3
Google,L3-generic-s-x86,22595,L3
Google,L3-generic-s-x86_64,22596,L3
Google,L3-Test-Device,10176,L3
Google,Lex/lexx-b4,5482,L1
Google,Luther/luther-b4,6653,L1
Google,Molly,120,L1
Google,Newman/newman-b4,10279,L1
Google,Newman/newman-b4,22188,L1
Google,nick10,5168,L1
Google,OEM Test Device,7346,L1
Google,Olsen/bonito,17606,L1
Google,oriole,21936,L1
Google,oriole,25963,L1
Google,OSX,14241,L3
Google,Pixel / Pixel XL / Pixel 2,7351,L1
Google,Pixel / Pixel XL,6720,L1
Google,Pixel 2 XL,7496,L1
Google,raven,21937,L1
Google,raven,25964,L1
Google,redfin,17660,L1
Google,redfin,23883,L1
Google,redfin,24774,L1
Google,Reference Device,4121,L3
Google,SamungGalaxyNexus,4343,L1
Google,sargo,10954,L1
Google,shamu,6202,L3
Google,sunfish,17437,L1
Google,sunfish,24135,L1
Google,sunfish,24771,L1
Google,Test,5393,L3
Google,Test,5394,L3
Google,Trusty,5331,L1
Google,Windows,14242,L3
Gospell TV - Harman,GK7661C,10415,L1
GOSPELL,,13937,L3
Gospell,GK7264A,7931,L1
GOSPELL,GK8000,13917,L1
Guangzhou Shikun Electronics Co. Ltd,OpenTizen,25574,L1
Guangzhou Shiyuan Electronic Technology Company Limited,MT6681,20832,L1
GW,N5-2202,4380,L1
Haier - Windriver,,21911,L1
Haier - Windriver,,24450,L1
Haier TV,,26302,L1
Haier TV,,26502,L1
Haier TV,broadway,20280,L1
Haier TV,daan,20446,L1
Haier TV,dongmen,20563,L1
Haier TV,dupont,20757,L1
Haier TV,hanyang,13392,L1
Haier TV,Hollyhock,10294,L3
Haier TV,hongik,13765,L1
Haier TV,nippori,13764,L1
Haier TV,uguisudani,13770,L1
Haier US Appliance Solution - Harman,syklone,11138,L1
Haier,,20838,L1
HAIER,K5500,6906,L1
HAIER,K6500U,8013,L1
HAIER,U6500,7148,L1
HAIER,U6700U,9279,L1
HAIER,UG6550G,7457,L1
Haier,YKTV_19,13881,L1
Handan,,13435,L3
Handan,,13524,L3
Handan,D-7000A HD,13495,L3
Hank,,23339,L1
Harman TV,atom,8669,L1
Harman,,20017,L1
HARMAN,,20165,L1
HARMAN,,21786,L1
Harman,,21905,L1
Harman,Avatar,23445,L3
Harman,Coral,8242,L1
HCT Mobile - FIH Foxconn,,26542,L1
HCT Mobile - FIH Foxconn,,26544,L1
Hewlett-Packard,E8J46AA,4348,L1
Hewlett-Packard,E8J46AA,4352,L1
Hikeen Technology Co.LTD,HK.RT2861V09/Smart41,10839,L1
HiMedia TV,,17334,L1
HiMedia TV,,17338,L1
HiMedia TV,,18900,L1
HiMedia TV,A151,17209,L1
HiMedia TV,A155,17210,L1
HiMedia TV,BingeStick,16023,L1
HiMedia TV,HCA6010,20461,L1
HiMedia TV,HiBox,14238,L1
HiMedia TV,HiCast,10094,L1
HiMedia TV,HiDongle,14239,L1
HiMedia TV,RTBox,13402,L1
HiMedia TV,UPD-BJ00R,21426,L1
HiMedia TV,YS-CK0001,16926,L1
HIMEDIA,A5,7172,L1
HIMEDIA,Q30,7173,L1
HIMEDIA,Q5,6854,L1
HIMEDIA,ROCKTEKQ10,6960,L1
HIMEDIA,V3,7712,L1
Hisense TV,,26140,L1
Hisense TV,,26724,L1
Hisense TV,donghai,22461,L1
Hisense TV,fushan,12460,L1
Hisense TV,GW806,8904,L1
Hisense TV,hamamatsucho,13664,L1
Hisense TV,harajuku,13232,L1
Hisense TV,hayward,21106,L1
Hisense TV,helium3,5613,L1
Hisense TV,huangshan,19279,L1
Hisense TV,IP952,22894,L1
Hisense TV,laohushan,16435,L1
Hisense TV,laoshan,7575,L1
Hisense TV,songshan,22561,L1
Hisense TV,vision2_1,5614,L1
Hisense TV,vision2_1,5794,L1
Hisense TV,vision2_1,6067,L1
Hisense TV,vision2_2,5560,L1
Hisense TV,vision2_2,6118,L1
Hisense TV,vision2_5,5745,L1
Hisense TV,wuyishan,24917,L1
Hisense TV,xiaoyushan,12683,L1
Hisense TV,xinhaoshan,12854,L1
HISENSE,,20794,L1
Hisense,,21410,L1
Hisense,,25627,L3
Hisense,,25987,L1
Hisense,,26564,L1
Hisense,42K611DW,4174,L1
Hisense,50A683FEVS,19004,L1
Hisense,50K611GW,4263,L1
Hisense,55U69GEVS,24524,L1
Hisense,55X9900L,24425,L1
Hisense,A45G,18861,L1
Hisense,A6800,9247,L1
Hisense,A6G,18862,L1
Hisense,ASTER_P,9933,L1
Hisense,gx1200v,4173,L1
Hisense,GX1210V,4271,L1
Hisense,H7,5159,L1
Hisense,H7,5545,L1
Hisense,HE55A7000EUWTS,11233,L1
Hisense,Hi3751v620,6931,L1
Hisense,Hi3751v811,8400,L1
HISENSE,HISENSE_GTV_BG2_3100_2013,296,L1
HISENSE,HISENSE_GX1200V_BG2_3100_2012,257,L1
Hisense,HJ32N2171,7514,L1
Hisense,HJ50M5010U,6942,L1
Hisense,HS43N2170FWB/HU32N50HW,7748,L1
Hisense,HU40E5600FFWV/HU43E5600FFWV/HU50A6109FUWV,16401,L1
Hisense,HU55N3000UWN,8017,L1
Hisense,HU55N3050UW,7414,L1
Hisense,HU70M7100UWG,6609,L1
Hisense,HX43N2170WTS,6946,L1
Hisense,HX50N3000UWT,7066,L1
Hisense,IP950_Operator_FPT/IP950_Operator_Viettel,17918,L1
Hisense,L751,21914,L1
Hisense,L752,22478,L1
Hisense,L770,22881,L1
Hisense,L771,24550,L1
Hisense,L810,16295,L1
Hisense,L820,23618,L1
Hisense,LTDN50K321UWAM,6324,L1
Hisense,M470BSA,4190,L1
Hisense,M470BSD,4301,L1
Hisense,M470BSE,4360,L1
Hisense,M470BSG,4396,L1
Hisense,M470BSS,4302,L1
Hisense,MSD6A348,9436,L1
Hisense,MSD6A648,7110,L1
Hisense,MSD6A828,6536,L1
Hisense,MSD6A838,7171,L1
Hisense,MSD6A938,6918,L1
Hisense,MT9669,24890,L1
Hisense,MTK9255,22155,L1
Hisense,MTK9632,25300,L1
Hisense,MTK9638,22026,L1
Hisense,MTK9652,19157,L1
Hisense,NOVA72685,20327,L1
Hisense,NOVA72691,21684,L1
HISENSE,Platco,20623,L1
Hisense,RG935,24338,L1
Hisense,RTK2851D,21425,L1
Hisense,S6E,15544,L1
Hisense,SmartTV 8K FFM/taishan,18213,L1
Hisense,Vision,4315,L1
Hisense,Vision2.1,5287,L1
Hisilicon TV,,7702,L1
Hisilicon TV,Hi3796MV200,7924,L1
HiSilicon,,6965,L3
Hisilicon,Hi3798MV200,16601,L1
Hisilicon,Hi3798MV200,18102,L1
Hisilicon,Hi3798MV200,7141,L1
Hitachi,,17547,L3
HKC TV,,26710,L1
HKC TV,gangbyeon,13523,L1
HKC TV,kanda,13522,L1
HKC TV,mateo,20730,L1
HKC TV,osaki,14872,L1
HKC TV,pioneer,21275,L1
HKC TV,seongsu,15557,L1
HKC TV,ueno,13455,L1
HMD Global,,23962,L1
HMD Global,,24932,L1
HMD Global,,25006,L1
HMD Global,,25684,L1
HMD Global,,25685,L1
HMD Global,,25725,L1
HMD Global,,25831,L1
HMD Global,,25832,L1
HMD Global,,25834,L1
HMD Global,,26017,L1
HMD Global,,26068,L1
HMD Global,,26142,L1
HMD Global,,26568,L1
HMD Global,,26575,L1
HMD Global,,26576,L1
HMD Global,,26703,L1
HMD Global,A1N,7679,L1
HMD Global,A1N_sprout,8010,L1
HMD Global,AKT,21814,L1
HMD Global,AOP,8581,L1
HMD Global,AOP_sprout,8583,L1
HMD Global,B2N,7808,L1
HMD Global,B2N_sprout,8063,L1
HMD Global,BGT,19453,L1
HMD Global,BGT_sprout,18036,L1
HMD Global,C1N,7499,L1
HMD Global,CAP,19467,L1
HMD Global,CAP_sprout,16695,L1
HMD Global,CO2_sprout,8246,L1
HMD Global,CO2N_sprout,8677,L1
HMD Global,CTL_sprout,8757,L1
HMD Global,DDV_sprout,13934,L1
HMD Global,DDVA_sprout,14975,L1
HMD Global,DM5,22455,L1
HMD Global,DPL_sprout,12555,L1
HMD Global,DPL_VZW,13009,L1
HMD Global,DRD,19759,L1
HMD Global,DRD_sprout,19761,L1
HMD Global,DRDA_sprout,19760,L1
HMD Global,DRG,8248,L1
HMD Global,DRG_sprout,8249,L1
HMD Global,DRS,19488,L1
HMD Global,DRS_sprout,18706,L1
HMD Global,DRSA_sprout,19485,L1
HMD Global,DRX,16434,L1
HMD Global,E2M,8795,L1
HMD Global,EAG,10462,L1
HMD Global,ES2_sprout,8314,L1
HMD Global,ES2N_sprout,8651,L1
HMD Global,EVW,11358,L1
HMD Global,NB1,7335,L1
HMD Global,ND1,7593,L1
HMD Global,PAN_sprout,11842,L1
HMD Global,Panther,11718,L1
HMD Global,PDA,8483,L1
HMD Global,PDA_sprout,8482,L1
HMD Global,PHR,22064,L1
HMD Global,PHR_sprout,22062,L1
HMD Global,PL2,7661,L1
HMD Global,PL2_sprout,8048,L1
HMD Global,PLE,7375,L1
HMD Global,PNX,9950,L1
HMD Global,PNX_sprout,9952,L1
HMD Global,PNXN,13035,L1
HMD Global,QKS,20672,L1
HMD Global,QKS_sprout,20674,L1
HMD Global,RAV_VZW,18181,L1
HMD Global,RHD,10763,L1
HMD Global,RNN,20681,L1
HMD Global,RNN_sprout,20684,L1
HMD Global,ROGA,20496,L1
HMD Global,ROGA_sprout,20421,L1
HMD Global,ROO,9286,L1
HMD Global,ROO_sprout,9287,L1
HMD Global,SCP,24168,L1
HMD Global,SCP_sprout,24167,L1
HMD Global,SCPA_sprout,24169,L1
HMD Global,SCT_sprout,24221,L1
HMD Global,SCW,20676,L1
HMD Global,SCW_sprout,20678,L1
HMD Global,SLD_sprout,13935,L1
HMD Global,SLDA_sprout,14976,L1
HMD Global,TAS,12842,L1
HMD Global,TTG,21745,L1
HMD Global,TTG_sprout,21743,L1
HMD Global,WSP_sprout,12908,L1
HMD Global,WVR_sprout,18303,L1
Home cortrol,,9101,L1
Honda Motor Co. Ltd,,23332,L1
Hong Kong Tecon Technology Co.Limited,V8,24845,L1
Honor/Longcheer,,23169,L1
Honor/Longcheer,,25528,L1
Honor/Longcheer,,25943,L1
Honor/Longcheer,,26082,L1
Honor/Longcheer,,26178,L1
Honor/Longcheer,HNANY-Q,24601,L1
Honor/Longcheer,HNLGE,24375,L1
Honor/Longcheer,HNNTH,23168,L1
Honor/Longcheer,HNNTN,23639,L1
Honor/Longcheer,HNTFY-Q,24752,L1
HOT,DIW3930V_Alt_ME,18714,L1
HOT,EGCI384_UHD_HOT,7863,L1
HP - Pegatron,Pioneer,18505,L1
HP,dane,5789,L1
HP,deschutes,5788,L1
HP,E8J46AA,5416,L1
HP,franky,5637,L1
HP,Gigaset QV1030,4454,L1
HP,HP Pavilion 10 x2 PC,4242,L1
HP,HP Pavilion 13 x2 PC,5125,L1
HP,HP SlateBook 10 x2 PC,4330,L1
HP,HP Slatebook 14 PC,5543,L1
HP,HP Slatebook 14,5208,L3
HP,HP Split 13 x2 PC,5126,L1
HP,malamute,5795,L1
HP,mekong,5628,L1
HP,Pavilion x2,4220,L1
HP,phobos,4483,L1
HP,poodle,5917,L1
HP,ranger,4488,L1
HP,ranger,5306,L1
HP,Slate 21,4320,L1
HP,Slate 7 Extreme,4421,L1
HP,Slate 7 Plus,4422,L1
HP,Slate 8 Pro,4420,L1
Hp,slate21,4262,L1
HP,Slate7 Plus,4419,L1
HP,Slate7HD,4400,L1
HTC,,16370,L1
HTC,,16408,L1
HTC,,25215,L1
HTC,,7399,L1
HTC,,7400,L1
HTC,,7615,L1
HTC,Android Phone,4131,L1
HTC,dlpdtu,5478,L1
HTC,dlpdug,5477,L1
HTC,dlpdwg,5476,L1
HTC,dlx,5473,L1
HTC,dlxj,5474,L1
HTC,dlxpul,5475,L1
HTC,dlxu,5471,L1
HTC,dlxub1,5472,L1
HTC,endeavoru,5833,L1
HTC,enrc2b,5952,L1
HTC,flounder,5240,L1
HTC,flounder,5690,L1
HTC,flounder_lte,5861,L1
HTC,htc_a11chl,5502,L1
HTC,htc_a11chl,5799,L1
HTC,htc_a11chl,6146,L1
HTC,htc_a11ul,5504,L1
HTC,htc_a11ul_aio,5503,L1
HTC,htc_a11ul_aio,5800,L1
HTC,htc_a11ul_aio,5984,L1
HTC,htc_a11ul_aio,6148,L1
HTC,htc_a12ul,6218,L1
HTC,htc_a13ul,6093,L1
HTC,htc_a13ulatt,6092,L1
HTC,htc_a13wl,6091,L1
HTC,htc_a15ul,6952,L1
HTC,htc_a16dwgl,6486,L1
HTC,htc_a16ul,6484,L1
HTC,htc_a16wl,6485,L1
HTC,htc_a17uhl,6877,L1
HTC,htc_a32ecl,6087,L1
HTC,htc_a32eul,6086,L1
HTC,htc_a32eulatt,6084,L1
HTC,htc_a32ewhl,6085,L1
HTC,htc_a32ewl,6083,L1
HTC,htc_a3cl,5229,L1
HTC,htc_a3cl,5491,L1
HTC,htc_a3qhdcl,5627,L1
HTC,htc_a3qhdcl,5828,L1
HTC,htc_a3qhdcl,6149,L1
HTC,htc_a3qhdul,5227,L1
HTC,htc_a3qhdul,5456,L1
HTC,htc_a3qhdul,5829,L1
HTC,htc_a3tl,5295,L1
HTC,htc_a3ul,5228,L1
HTC,htc_a3ul,5457,L1
HTC,htc_a3ul,5830,L1
HTC,htc_a3ul,6150,L1
HTC,htc_a50dtgl,5718,L1
HTC,htc_a50dtul,5717,L1
HTC,htc_a50dugl,5719,L1
HTC,htc_a50ul,5720,L1
HTC,htc_a51dtgl,5715,L1
HTC,htc_a51dtul,5714,L1
HTC,htc_a51dugl,5716,L1
HTC,htc_a51tuhl,5949,L1
HTC,htc_a51tuhl,6075,L1
HTC,htc_a51ul,5811,L1
HTC,htc_a51ul,5967,L1
HTC,htc_a51ul,5981,L1
HTC,htc_a51ul,6151,L1
HTC,htc_a56djdugl,6781,L1
HTC,htc_a56djuhl,6782,L1
HTC,htc_a56djul,6783,L1
HTC,htc_a56dugl,6548,L1
HTC,htc_a56uhl,6549,L1
HTC,htc_a5chl,5244,L1
HTC,htc_a5chl,5515,L1
HTC,htc_a5chl,5862,L1
HTC,htc_a5dug,5352,L1
HTC,htc_a5dug,5832,L1
HTC,htc_a5dugl,5573,L1
HTC,htc_a5dwg,5353,L1
HTC,htc_a5dwgl,5574,L1
HTC,htc_a5tl,5378,L1
HTC,htc_a5tl,5815,L1
HTC,htc_a5ul,5243,L1
HTC,htc_a5ul,5458,L1
HTC,htc_a5ul,5831,L1
HTC,htc_acauhl,6864,L1
HTC,htc_acawhl,6863,L1
HTC,htc_alpine_dugl,7073,L1
HTC,htc_alpine_uhl,7074,L1
HTC,htc_b2ul,5349,L1
HTC,htc_b2ul,5773,L1
HTC,htc_b2wlj,5348,L1
HTC,htc_b2wlj,5772,L1
HTC,htc_b3tuhl,6132,L1
HTC,htc_b3uhl,6131,L1
HTC,htc_bymdugl,17767,L1
HTC,htc_e36_ml_uhl,6776,L1
HTC,htc_e36_ml_ul,6820,L1
HTC,htc_e56ml_dtul,6373,L1
HTC,htc_e56ml_tuhl,6651,L1
HTC,htc_e56ml_ul,6374,L1
HTC,htc_eyetuhl,5699,L1
HTC,htc_eyetuhl,5913,L1
HTC,htc_eyetuhl,6153,L1
HTC,htc_eyeul,5698,L1
HTC,htc_eyeul,6152,L1
HTC,htc_eyeul_att,5697,L1
HTC,htc_eyewhl,5701,L1
HTC,htc_eyewl,5700,L1
HTC,htc_flhdugl,17895,L1
HTC,htc_haydtwl,7746,L1
HTC,htc_haydtwla,7747,L1
HTC,htc_haydugl,7744,L1
HTC,htc_hiaetuhl,6285,L1
HTC,htc_hiaeuhl,6284,L1
HTC,htc_hiaeul,6287,L1
HTC,htc_hiaewhl,6286,L1
HTC,htc_hiaewl,6288,L1
HTC,htc_hiau_ml_tuhl,5953,L1
HTC,htc_hiau_ml_tuhl,6156,L1
HTC,htc_hiaur2_ml_tuhl,6345,L1
HTC,htc_hiaur_ml_tuhl,6256,L1
HTC,htc_hima_ace_ml_dtul,6051,L1
HTC,htc_hima_ace_ml_dugl,6052,L1
HTC,htc_himar2uhl,6562,L1
HTC,htc_himaruhl,6335,L1
HTC,htc_himauhl,5871,L1
HTC,htc_himauhl,6058,L1
HTC,htc_himaul,5874,L1
HTC,htc_himaul,6061,L1
HTC,htc_himaulatt,5873,L1
HTC,htc_himaulatt,6060,L1
HTC,htc_himaultraul,5812,L1
HTC,htc_himaultrawl,5813,L1
HTC,htc_himawhl,5872,L1
HTC,htc_himawhl,6059,L1
HTC,htc_himawl,5875,L1
HTC,htc_himawl,6062,L1
HTC,htc_imedtwl,7824,L1
HTC,htc_imedugl,7823,L1
HTC,htc_imeuhl,7825,L1
HTC,htc_imeuhljp,7828,L1
HTC,htc_m8,5191,L1
HTC,htc_m8,5379,L1
HTC,htc_m8,5618,L1
HTC,htc_m8dug,5380,L1
HTC,htc_m8dug,5834,L1
HTC,htc_m8dwg,5381,L1
HTC,htc_m8qltuhl,5985,L1
HTC,htc_m8qlul,5986,L1
HTC,htc_m8qlul,6157,L1
HTC,htc_m8tl,5382,L1
HTC,htc_m8whl,5192,L1
HTC,htc_m8whl,5383,L1
HTC,htc_m8whl,5615,L1
HTC,htc_m8wl,5193,L1
HTC,htc_m8wl,5384,L1
HTC,htc_m8wl,5619,L1
HTC,htc_mecdug,5277,L1
HTC,htc_mecdug,5617,L1
HTC,htc_mecdug,5836,L1
HTC,htc_mecdwg,5356,L1
HTC,htc_mecdwg,5837,L1
HTC,htc_mecdwg2,5769,L1
HTC,htc_mectl,5275,L1
HTC,htc_mectl,5616,L1
HTC,htc_mecul,5276,L1
HTC,htc_mecul,5620,L1
HTC,htc_mecul,5835,L1
HTC,htc_mecwhl,5357,L1
HTC,htc_melstuhl,5741,L1
HTC,htc_melsuhl,6158,L1
HTC,htc_memul,5206,L1
HTC,htc_memul,5454,L1
HTC,htc_memul,5838,L1
HTC,htc_memul,6159,L1
HTC,htc_memwl,5207,L1
HTC,htc_memwl,5455,L1
HTC,HTC_MSM8960_APT30_PHONE_FACTORY_2012,136,L1
HTC,htc_ocedtwl,7045,L1
HTC,htc_ocedugl,7025,L1
HTC,htc_oceuhl,7024,L1
HTC,htc_ocla1_sprout,7743,L1
HTC,htc_ocluhljapan,7401,L1
HTC,htc_oclul,7412,L1
HTC,htc_ocmdtwl,7617,L1
HTC,htc_ocmdugl,7616,L1
HTC,htc_ocndtwl,7099,L1
HTC,htc_ocndugl,7096,L1
HTC,htc_ocnuhl,7097,L1
HTC,htc_ocnuhljapan,7098,L1
HTC,htc_ocnwhl,7094,L1
HTC,htc_pmec2tuhl,6505,L1
HTC,htc_pmeuhl,6415,L1
HTC,htc_pmeuhljapan,6550,L1
HTC,htc_pmeul,6413,L1
HTC,htc_pmewhl,6416,L1
HTC,htc_pmewl,6414,L1
HTC,HTC_PUCCINI_FACTORY,73,L1
HTC,htc_rtx,11929,L1
HTC,htc_rtxcmcc,24548,L1
HTC,htc_srcdugl,18589,L1
HTC,htc_tetdugl,12833,L1
HTC,htc_thudugl,19494,L1
HTC,imnj,5954,L1
HTC,m4,5318,L1
HTC,m7,5178,L1
HTC,m7,5231,L1
HTC,m7,5360,L1
HTC,m7,6160,L1
HTC,m7cdtu,5269,L1
HTC,m7cdtu,5365,L1
HTC,m7cdug,5236,L1
HTC,m7cdug,5363,L1
HTC,m7cdwg,5235,L1
HTC,m7cdwg,5364,L1
HTC,m7wlj,5366,L1
HTC,m7wls,5174,L1
HTC,m7wls,5237,L1
HTC,m7wls,5361,L1
HTC,m7wlv,5177,L1
